-09.65,  16.86, -05.12
-09.74,  16.86, -05.10
-09.79,  16.91, -05.03
-09.82,  16.96, -05.03
-09.80,  16.96, -05.05
-09.88,  16.95, -05.03
-09.97,  16.98, -05.03
-10.02,  17.06, -04.99
-10.06,  17.07, -05.02
-10.14,  17.10, -05.01
-10.12,  17.11, -04.99
-10.11,  17.13, -05.09
-10.06,  17.18, -05.10
-10.11,  17.22, -05.05
-10.14,  17.31, -05.14
-10.08,  17.40, -05.14
-10.07,  17.40, -05.14
-10.13,  17.43, -05.07
-10.14,  17.45, -04.98
-10.21,  17.49, -04.95
-10.24,  17.56, -04.82
-10.26,  17.51, -04.86
-10.32,  17.50, -04.82
-10.27,  17.51, -04.80
-10.39,  17.50, -04.82
-10.43,  17.59, -04.87
-10.45,  17.59, -04.90
-10.46,  17.63, -05.00
-10.48,  17.63, -04.96
-10.56,  17.62, -04.93
-10.61,  17.58, -04.90
-10.55,  17.62, -04.94
-10.58,  17.66, -04.95
-10.56,  17.68, -04.98
-10.54,  17.71, -04.99
-10.61,  17.78, -05.02
-10.67,  17.82, -04.96
-10.78,  17.84, -04.93
-10.73,  17.78, -04.95
-10.72,  17.81, -04.94
-10.72,  17.86, -04.87
-10.69,  17.89, -04.93
-10.77,  17.90, -04.87
-10.80,  17.94, -04.91
-10.80,  17.93, -04.95
-10.88,  17.97, -04.96
-10.96,  18.02, -05.04
-10.97,  18.06, -05.12
-10.96,  18.11, -05.09
-10.98,  18.14, -05.09
-11.03,  18.23, -05.01
-11.05,  18.24, -05.00
-11.14,  18.22, -05.06
-11.17,  18.30, -05.08
-11.08,  18.36, -05.18
-11.08,  18.39, -05.21
-11.09,  18.45, -05.18
-11.12,  18.37, -05.17
-11.08,  18.50, -05.28
-11.10,  18.63, -05.32
-11.21,  18.69, -05.39
-11.20,  18.70, -05.44
-11.21,  18.74, -05.48
-11.22,  18.84, -05.53
-11.25,  18.85, -05.52
-11.24,  18.88, -05.43
-11.31,  18.84, -05.44
-11.35,  18.80, -05.43
-11.33,  18.79, -05.40
-11.34,  18.79, -05.33
-11.35,  18.88, -05.32
-11.36,  18.95, -05.25
-11.36,  19.02, -05.26
-11.36,  19.08, -05.37
-11.39,  19.12, -05.49
-11.38,  19.13, -05.61
-11.42,  19.10, -05.65
-11.43,  19.16, -05.61
-11.53,  19.27, -05.60
-11.55,  19.26, -05.58
-11.61,  19.28, -05.52
-11.63,  19.27, -05.47
-11.70,  19.32, -05.47
-11.64,  19.31, -05.40
-11.66,  19.37, -05.39
-11.67,  19.51, -05.46
-11.71,  19.57, -05.52
-11.71,  19.62, -05.56
-11.75,  19.70, -05.65
-11.78,  19.75, -05.60
-11.81,  19.79, -05.55
-11.80,  19.85, -05.49
-11.83,  19.88, -05.47
-11.83,  19.89, -05.36
-11.75,  19.94, -05.31
-11.86,  19.95, -05.35
-11.89,  19.98, -05.38
-11.92,  20.02, -05.40
-11.90,  20.03, -05.46
-11.91,  20.04, -05.41
-11.94,  20.08, -05.35
-11.97,  20.06, -05.28
-12.04,  20.15, -05.28
-12.08,  20.19, -05.32
-12.18,  20.26, -05.28
-12.28,  20.29, -05.25
-12.33,  20.28, -05.30
-12.38,  20.35, -05.31
-12.38,  20.40, -05.35
-12.37,  20.49, -05.24
-12.48,  20.54, -05.21
-12.50,  20.60, -05.21
-12.59,  20.69, -05.23
-12.66,  20.72, -05.21
-12.65,  20.75, -05.16
-12.64,  20.80, -05.21
-12.65,  20.84, -05.17
-12.70,  20.89, -05.13
-12.81,  20.94, -05.17
-12.89,  20.99, -05.13
-13.00,  21.02, -05.07
-13.04,  21.10, -05.07
-13.04,  21.14, -05.12
-13.10,  21.18, -05.08
-13.17,  21.30, -05.05
-13.19,  21.35, -05.04
-13.31,  21.38, -05.03
-13.33,  21.40, -05.03
-13.39,  21.47, -05.02
-13.44,  21.54, -05.01
-13.51,  21.60, -05.01
-13.53,  21.67, -05.08
-13.60,  21.74, -05.07
-13.61,  21.83, -05.12
-13.68,  21.87, -05.09
-13.77,  21.95, -05.01
-13.85,  22.05, -04.99
-13.96,  22.13, -05.05
-14.02,  22.22, -04.98
-14.01,  22.21, -05.07
-14.03,  22.27, -05.03
-14.01,  22.34, -05.07
-13.96,  22.42, -05.01
-13.97,  22.44, -05.00
-14.04,  22.53, -04.99
-14.03,  22.61, -05.02
-14.15,  22.72, -05.05
-14.21,  22.78, -05.05
-14.26,  22.81, -05.06
-14.33,  22.86, -05.06
-14.38,  22.98, -05.04
-14.47,  23.06, -05.01
-14.50,  23.13, -04.98
-14.52,  23.19, -04.87
-14.59,  23.17, -04.84
-14.61,  23.26, -04.78
-14.69,  23.34, -04.73
-14.77,  23.43, -04.72
-14.83,  23.53, -04.68
-14.88,  23.55, -04.69
-14.93,  23.64, -04.75
-14.97,  23.65, -04.70
-15.12,  23.69, -04.68
-15.08,  23.74, -04.66
-15.09,  23.75, -04.67
-15.23,  23.77, -04.65
-15.27,  23.87, -04.60
-15.29,  23.90, -04.68
-15.37,  23.93, -04.69
-15.47,  24.03, -04.66
-15.51,  24.03, -04.63
-15.56,  24.07, -04.59
-15.60,  24.17, -04.61
-15.64,  24.21, -04.59
-15.64,  24.20, -04.57
-15.65,  24.18, -04.57
-15.63,  24.30, -04.61
-15.70,  24.29, -04.62
-15.72,  24.33, -04.63
-15.69,  24.37, -04.64
-15.74,  24.42, -04.63
-15.84,  24.47, -04.58
-15.85,  24.52, -04.52
-15.86,  24.65, -04.45
-16.00,  24.76, -04.43
-16.07,  24.81, -04.45
-16.13,  24.88, -04.38
-16.15,  25.00, -04.31
-16.19,  25.04, -04.33
-16.25,  25.08, -04.38
-16.27,  25.14, -04.30
-16.30,  25.21, -04.18
-16.39,  25.32, -04.19
-16.45,  25.35, -04.13
-16.56,  25.38, -04.10
-16.61,  25.40, -04.15
-16.65,  25.44, -04.15
-16.66,  25.48, -04.20
-16.75,  25.59, -04.33
-16.76,  25.68, -04.34
-16.83,  25.68, -04.39
-16.91,  25.68, -04.40
-16.95,  25.78, -04.37
-16.98,  25.76, -04.29
-17.02,  25.85, -04.27
-17.07,  25.89, -04.26
-17.17,  25.98, -04.16
-17.21,  25.98, -04.13
-17.22,  25.92, -04.12
-17.29,  25.96, -04.12
-17.26,  26.02, -04.16
-17.32,  25.96, -04.18
-17.32,  25.98, -04.14
-17.36,  25.99, -04.16
-17.32,  26.04, -04.19
-17.30,  26.05, -04.13
-17.30,  26.12, -04.19
-17.30,  26.14, -04.26
-17.36,  26.12, -04.20
-17.50,  26.15, -04.23
-17.51,  26.16, -04.22
-17.52,  26.13, -04.18
-17.50,  26.15, -04.20
-17.58,  26.11, -04.14
-17.61,  26.18, -04.21
-17.59,  26.27, -04.25
-17.59,  26.30, -04.26
-17.65,  26.36, -04.20
-17.77,  26.40, -04.21
-17.80,  26.44, -04.23
-17.81,  26.43, -04.27
-17.86,  26.42, -04.23
-17.93,  26.32, -04.20
-17.92,  26.26, -04.22
-17.99,  26.20, -04.18
-18.05,  26.17, -04.23
-18.05,  26.19, -04.28
-17.97,  26.23, -04.29
-18.04,  26.30, -04.17
-17.99,  26.32, -04.23
-17.98,  26.36, -04.22
-18.04,  26.47, -04.35
-18.01,  26.47, -04.40
-18.02,  26.48, -04.43
-17.95,  26.48, -04.42
-17.91,  26.47, -04.47
-17.93,  26.52, -04.39
-17.98,  26.57, -04.39
-17.97,  26.60, -04.46
-17.96,  26.60, -04.53
-18.00,  26.64, -04.52
-18.04,  26.66, -04.53
-18.09,  26.65, -04.55
-18.03,  26.66, -04.58
-18.03,  26.69, -04.67
-18.04,  26.74, -04.67
-18.08,  26.74, -04.63
-18.10,  26.75, -04.62
-18.05,  26.75, -04.69
-18.00,  26.75, -04.79
-17.97,  26.78, -04.81
-18.00,  26.84, -04.83
